VIV_SEL,H_MUD,CD,ENT,MUN,LOC,AGEB,PRO_VIV,PER,R_DEF,FCHDEFDIA,FCHDEFMES,FCHDEFH_I,FCHDEFM_I,FCHDEFH_T,FCHDEFM_T,R_INF,R_SEL,SEL_SIT,SEL_SUST,N_ENT,N_TEL,SUP,NOM_ENT,CLV_ENT,NOM_JE,CLV_JE,TIPO_CUEST,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,UPM,UPM_DIS,EST,EST_DIS
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4595.8398
","U
","1404620
","10940
","2
","0130
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","2
","02
","2
","4595.8398
","U
","1404620
","10940
","2
","0130
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5158.2436
","U
","1404830
","10950
","2
","0130
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","5158.2436
","U
","1404830
","10950
","2
","0130
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","5158.2436
","U
","1404830
","10950
","2
","0130
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","5158.2436
","U
","1404830
","10950
","2
","0130
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","5158.2436
","U
","1404830
","10950
","2
","0130
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","2
","2
","6
","1
","
","
","4697.4677
","U
","1404888
","10960
","2
","0130
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4697.4677
","U
","1404888
","10960
","2
","0130
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","4697.4677
","U
","1404888
","10960
","2
","0130
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","7488.7166
","U
","1405176
","10970
","2
","0130
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","7488.7166
","U
","1405176
","10970
","2
","0130
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","7488.7166
","U
","1405176
","10970
","2
","0130
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","7488.7166
","U
","1405176
","10970
","2
","0130
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","7521.8945
","U
","1405198
","10980
","2
","0130
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","7521.8945
","U
","1405198
","10980
","2
","0130
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","7521.8945
","U
","1405198
","10980
","2
","0130
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","7521.8945
","U
","1405198
","10980
","2
","0130
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","5702.5565
","U
","1405274
","10990
","2
","0130
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","2
","02
","4
","5702.5565
","U
","1405274
","10990
","2
","0130
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","2
","2
","4
","1
","
","
","5702.5565
","U
","1405274
","10990
","2
","0130
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","5702.5565
","U
","1405274
","10990
","2
","0130
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4139.2663
","U
","1405308
","11000
","4
","0150
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4139.2663
","U
","1405308
","11000
","4
","0150
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","4139.2663
","U
","1405308
","11000
","4
","0150
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4139.2663
","U
","1405308
","11000
","4
","0150
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","4139.2663
","U
","1405308
","11000
","4
","0150
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","6670.0971
","U
","1405383
","11010
","2
","0130
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","6670.0971
","U
","1405383
","11010
","2
","0130
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","6670.0971
","U
","1405383
","11010
","2
","0130
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","6
","1
","
","
","6670.0971
","U
","1405383
","11010
","2
","0130
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4077.2027
","U
","1405455
","11020
","4
","0150
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","4077.2027
","U
","1405455
","11020
","4
","0150
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","4077.2027
","U
","1405455
","11020
","4
","0150
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","1
","1
","
","
","4077.2027
","U
","1405455
","11020
","4
","0150
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","4077.2027
","U
","1405455
","11020
","4
","0150
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3303.4963
","U
","1405466
","11030
","3
","0140
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3303.4963
","U
","1405466
","11030
","3
","0140
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","3303.4963
","U
","1405466
","11030
","3
","0140
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3853.0305
","U
","1405706
","11040
","4
","0150
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3853.0305
","U
","1405706
","11040
","4
","0150
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3853.0305
","U
","1405706
","11040
","4
","0150
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3853.0305
","U
","1405706
","11040
","4
","0150
"
"01
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","4006.7725
","U
","1405827
","11050
","2
","0130
"
"02
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","4006.7725
","U
","1405827
","11050
","2
","0130
"
"03
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","4006.7725
","U
","1405827
","11050
","2
","0130
"
"04
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","4006.7725
","U
","1405827
","11050
","2
","0130
"
"05
","0
","24
","14
","098
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4006.7725
","U
","1405827
","11050
","2
","0130
"
"01
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","2
","02
","3
","3561.4246
","U
","1406176
","11060
","3
","0140
"
"02
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3561.4246
","U
","1406176
","11060
","3
","0140
"
"03
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3561.4246
","U
","1406176
","11060
","3
","0140
"
"04
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3561.4246
","U
","1406176
","11060
","3
","0140
"
"05
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3561.4246
","U
","1406176
","11060
","3
","0140
"
"01
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","11
","1
","
","
","3451.5376
","U
","1406238
","11070
","3
","0140
"
"03
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","5
","1
","
","
","3451.5376
","U
","1406238
","11070
","3
","0140
"
"04
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","2
","1
","1
","
","
","3451.5376
","U
","1406238
","11070
","3
","0140
"
"05
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","2
","4
","1
","
","
","3451.5376
","U
","1406238
","11070
","3
","0140
"
"01
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","9
","1
","
","
","5134.0913
","U
","1406446
","11080
","2
","0130
"
"02
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","5134.0913
","U
","1406446
","11080
","2
","0130
"
"03
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","5134.0913
","U
","1406446
","11080
","2
","0130
"
"04
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5134.0913
","U
","1406446
","11080
","2
","0130
"
"05
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5134.0913
","U
","1406446
","11080
","2
","0130
"
"01
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","6159.5934
","U
","1406728
","11090
","2
","0130
"
"02
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","6159.5934
","U
","1406728
","11090
","2
","0130
"
"04
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","6159.5934
","U
","1406728
","11090
","2
","0130
"
"05
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","6159.5934
","U
","1406728
","11090
","2
","0130
"
"02
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","4
","1
","
","
","3435.9308
","U
","1406751
","11100
","3
","0140
"
"03
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","4
","1
","
","
","3435.9308
","U
","1406751
","11100
","3
","0140
"
"05
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","5
","1
","
","
","3435.9308
","U
","1406751
","11100
","3
","0140
"
"01
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3827.5663
","U
","1406766
","11110
","2
","0130
"
"03
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3827.5663
","U
","1406766
","11110
","2
","0130
"
"04
","0
","24
","14
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3827.5663
","U
","1406766
","11110
","2
","0130
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3658.3781
","U
","1406836
","11120
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","3658.3781
","U
","1406836
","11120
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","10
","2
","02
","5
","3658.3781
","U
","1406836
","11120
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","11
","2
","02
","5
","3658.3781
","U
","1406836
","11120
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","5095.0718
","U
","1406964
","11130
","2
","0130
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","3
","2
","6
","1
","
","
","5095.0718
","U
","1406964
","11130
","2
","0130
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","5095.0718
","U
","1406964
","11130
","2
","0130
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","5095.0718
","U
","1406964
","11130
","2
","0130
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","4559.3069
","U
","1406977
","11140
","2
","0130
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","4559.3069
","U
","1406977
","11140
","2
","0130
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","4559.3069
","U
","1406977
","11140
","2
","0130
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","2
","2
","3
","1
","
","
","4559.3069
","U
","1406977
","11140
","2
","0130
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","3
","2
","6
","1
","
","
","4559.3069
","U
","1406977
","11140
","2
","0130
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3928.5858
","U
","1407108
","11150
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3928.5858
","U
","1407108
","11150
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3928.5858
","U
","1407108
","11150
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","3928.5858
","U
","1407108
","11150
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","2
","1
","1
","1
","
","
","3549.0287
","U
","1407321
","11160
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","3549.0287
","U
","1407321
","11160
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","2
","2
","4
","1
","
","
","3549.0287
","U
","1407321
","11160
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","2
","2
","4
","1
","
","
","3549.0287
","U
","1407321
","11160
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3891.5563
","U
","1407750
","11170
","3
","0140
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","3891.5563
","U
","1407750
","11170
","3
","0140
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","3891.5563
","U
","1407750
","11170
","3
","0140
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","3891.5563
","U
","1407750
","11170
","3
","0140
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","3891.5563
","U
","1407750
","11170
","3
","0140
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","5199.1108
","U
","1408195
","11180
","2
","0130
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5199.1108
","U
","1408195
","11180
","2
","0130
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","5199.1108
","U
","1408195
","11180
","2
","0130
"
"04
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","5199.1108
","U
","1408195
","11180
","2
","0130
"
"05
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","5199.1108
","U
","1408195
","11180
","2
","0130
"
"01
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","4336.0453
","U
","1408254
","11190
","4
","0150
"
"02
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","4336.0453
","U
","1408254
","11190
","4
","0150
"
"03
","0
","24
","14
","120
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
