UPM,PRO_VIV,VIV_SEL,ENT,MUN,LOC,CD,PER,R_DEF,H_MUD,S_MUD,TIPO_CUEST,N_ENT,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,EST,UPM_DIS,EST_DIS
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","1
","
","
","1492
","U
","2
","15100
","0160
"
"1511276
","029
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","1
","
","
","1492
","U
","2
","15100
","0160
"
"1511276
","048
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","04
","1
","
","
","1492
","U
","2
","15100
","0160
"
"1511276
","067
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","11
","1
","
","
","1492
","U
","2
","15100
","0160
"
"1511356
","013
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","01
","1
","
","
","1567
","U
","2
","15110
","0160
"
"1511356
","051
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","05
","1
","
","
","1567
","U
","2
","15110
","0160
"
"1511356
","070
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","02
","1
","
","
","1567
","U
","2
","15110
","0160
"
"1511356
","089
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","1567
","U
","2
","15110
","0160
"
"1511362
","008
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","2
","02
","02
","1543
","U
","2
","15120
","0160
"
"1511362
","066
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","1543
","U
","2
","15120
","0160
"
"1511362
","092
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","1543
","U
","2
","15120
","0160
"
"1511375
","018
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","1248
","U
","2
","15130
","0160
"
"1511375
","040
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1248
","U
","2
","15130
","0160
"
"1511375
","070
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1248
","U
","2
","15130
","0160
"
"1511375
","093
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","08
","2
","02
","05
","1248
","U
","2
","15130
","0160
"
"1511375
","118
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1248
","U
","2
","15130
","0160
"
"1511422
","087
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","1
","
","
","1418
","U
","2
","15140
","0160
"
"1511422
","114
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","2
","02
","02
","1418
","U
","2
","15140
","0160
"
"1511422
","004
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","04
","1
","
","
","1418
","U
","2
","15140
","0160
"
"1511422
","032
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","1
","
","
","1418
","U
","2
","15140
","0160
"
"1511422
","060
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","06
","1
","
","
","1418
","U
","2
","15140
","0160
"
"1511467
","007
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","1386
","U
","2
","15150
","0160
"
"1511467
","036
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","09
","1
","
","
","1386
","U
","2
","15150
","0160
"
"1511467
","055
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","03
","1
","
","
","1386
","U
","2
","15150
","0160
"
"1511467
","072
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","02
","1
","
","
","1386
","U
","2
","15150
","0160
"
"1511471
","035
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","1711
","U
","2
","15160
","0160
"
"1511471
","063
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","1711
","U
","2
","15160
","0160
"
"1511471
","091
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","1711
","U
","2
","15160
","0160
"
"1511471
","124
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","04
","1
","
","
","1711
","U
","2
","15160
","0160
"
"1511474
","005
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","1625
","U
","2
","15170
","0160
"
"1511474
","032
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","01
","1
","
","
","1625
","U
","2
","15170
","0160
"
"1511474
","059
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","01
","1
","
","
","1625
","U
","2
","15170
","0160
"
"1511474
","087
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","05
","1
","
","
","1625
","U
","2
","15170
","0160
"
"1511474
","114
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","1625
","U
","2
","15170
","0160
"
"1511503
","013
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","06
","1
","
","
","1440
","U
","2
","15180
","0160
"
"1511503
","050
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","02
","1
","
","
","1440
","U
","2
","15180
","0160
"
"1511503
","069
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","05
","1
","
","
","1440
","U
","2
","15180
","0160
"
"1511530
","004
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1492
","U
","2
","15190
","0160
"
"1511530
","034
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1492
","U
","2
","15190
","0160
"
"1511530
","064
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1492
","U
","2
","15190
","0160
"
"1511530
","095
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1492
","U
","2
","15190
","0160
"
"1511530
","127
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1492
","U
","2
","15190
","0160
"
"1511533
","018
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","1655
","U
","2
","15200
","0160
"
"1511533
","036
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","1655
","U
","2
","15200
","0160
"
"1511533
","073
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1655
","U
","2
","15200
","0160
"
"1511533
","091
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","1655
","U
","2
","15200
","0160
"
"1511730
","078
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","2
","2
","03
","1
","
","
","1875
","U
","3
","15210
","0170
"
"1511730
","105
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","03
","2
","02
","02
","1875
","U
","3
","15210
","0170
"
"1511730
","019
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","2
","1
","02
","1
","
","
","1875
","U
","3
","15210
","0170
"
"1511730
","052
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","1875
","U
","3
","15210
","0170
"
"1511883
","019
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","1238
","U
","2
","15220
","0160
"
"1511883
","045
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1238
","U
","2
","15220
","0160
"
"1511883
","077
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1238
","U
","2
","15220
","0160
"
"1511883
","133
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1238
","U
","2
","15220
","0160
"
"1511911
","107
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","1452
","U
","2
","15230
","0160
"
"1511911
","137
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","1452
","U
","2
","15230
","0160
"
"1511911
","052
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","1452
","U
","2
","15230
","0160
"
"1511911
","082
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","1452
","U
","2
","15230
","0160
"
"1511918
","002
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1500
","U
","2
","15240
","0160
"
"1511918
","017
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","07
","1
","
","
","1500
","U
","2
","15240
","0160
"
"1511918
","047
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","06
","1
","
","
","1500
","U
","2
","15240
","0160
"
"1511918
","062
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","1500
","U
","2
","15240
","0160
"
"1511920
","084
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","03
","1
","
","
","1824
","U
","3
","15250
","0170
"
"1511920
","014
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","04
","1
","
","
","1824
","U
","3
","15250
","0170
"
"1511920
","053
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","06
","1
","
","
","1824
","U
","3
","15250
","0170
"
"1511977
","101
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","1451
","U
","2
","15260
","0160
"
"1511977
","009
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","1451
","U
","2
","15260
","0160
"
"1511977
","033
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","1451
","U
","2
","15260
","0160
"
"1511977
","056
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","1451
","U
","2
","15260
","0160
"
"1512038
","016
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","09
","2
","02
","05
","1390
","U
","2
","15270
","0160
"
"1512038
","033
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","1390
","U
","2
","15270
","0160
"
"1512038
","050
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","3
","3
","2
","04
","1
","
","
","1390
","U
","2
","15270
","0160
"
"1512065
","014
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1049
","U
","2
","15280
","0160
"
"1512065
","026
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","1049
","U
","2
","15280
","0160
"
"1512065
","038
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","1049
","U
","2
","15280
","0160
"
"1512163
","008
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","1245
","U
","2
","15290
","0160
"
"1512163
","022
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","1245
","U
","2
","15290
","0160
"
"1512163
","036
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1245
","U
","2
","15290
","0160
"
"1512163
","054
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","07
","1
","
","
","1245
","U
","2
","15290
","0160
"
"1512163
","068
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","1245
","U
","2
","15290
","0160
"
"1512181
","067
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1462
","U
","3
","15300
","0170
"
"1512181
","095
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1462
","U
","3
","15300
","0170
"
"1512181
","121
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1462
","U
","3
","15300
","0170
"
"1512181
","003
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1462
","U
","3
","15300
","0170
"
"1512181
","033
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","09
","1
","
","
","1462
","U
","3
","15300
","0170
"
"1512333
","062
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","1469
","U
","2
","15310
","0160
"
"1512333
","084
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1469
","U
","2
","15310
","0160
"
"1512333
","107
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","1469
","U
","2
","15310
","0160
"
"1512333
","015
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","1469
","U
","2
","15310
","0160
"
"1512333
","040
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","1469
","U
","2
","15310
","0160
"
"1512368
","021
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1417
","U
","2
","15320
","0160
"
"1512368
","036
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","1417
","U
","2
","15320
","0160
"
"1512368
","051
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1417
","U
","2
","15320
","0160
"
"1512374
","075
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1283
","U
","2
","15330
","0160
"
"1512374
","034
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","1283
","U
","2
","15330
","0160
"
"1512397
","073
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1660
","U
","2
","15340
","0160
"
"1512397
","097
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","12
","1
","
","
","1660
","U
","2
","15340
","0160
"
"1512397
","119
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1660
","U
","2
","15340
","0160
"
"1512397
","021
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","1660
","U
","2
","15340
","0160
"
"1512397
","046
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","3
","2
","04
","1
","
","
","1660
","U
","2
","15340
","0160
"
"1512452
","085
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1714
","U
","2
","15350
","0160
"
"1512452
","110
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1714
","U
","2
","15350
","0160
"
"1512452
","013
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","1714
","U
","2
","15350
","0160
"
"1512452
","061
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1714
","U
","2
","15350
","0160
"
"1512457
","005
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","1174
","U
","2
","15360
","0160
"
"1512457
","025
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","3
","2
","05
","1
","
","
","1174
","U
","2
","15360
","0160
"
"1512457
","048
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","1174
","U
","2
","15360
","0160
"
"1512457
","068
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","1174
","U
","2
","15360
","0160
"
"1512457
","092
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","07
","1
","
","
","1174
","U
","2
","15360
","0160
"
"1512472
","057
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","1378
","U
","2
","15370
","0160
"
"1512472
","077
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1378
","U
","2
","15370
","0160
"
"1512472
","095
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1378
","U
","2
","15370
","0160
"
"1512472
","019
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","1378
","U
","2
","15370
","0160
"
"1512472
","037
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","1378
","U
","2
","15370
","0160
"
"1512548
","010
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","08
","2
","02
","02
","1123
","U
","2
","15380
","0160
"
"1512548
","052
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","3
","2
","03
","1
","
","
","1123
","U
","2
","15380
","0160
"
"1512548
","071
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","2
","02
","02
","1123
","U
","2
","15380
","0160
"
"1512548
","090
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1123
","U
","2
","15380
","0160
"
"1512598
","064
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","1110
","U
","2
","15390
","0160
"
"1512598
","082
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1110
","U
","2
","15390
","0160
"
"1512598
","026
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","1110
","U
","2
","15390
","0160
"
"1512605
","016
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","1231
","U
","2
","15400
","0160
"
"1512605
","051
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","1231
","U
","2
","15400
","0160
"
"1512605
","067
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1231
","U
","2
","15400
","0160
"
"1512605
","085
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","1231
","U
","2
","15400
","0160
"
"1512643
","010
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","1
","05
","1
","
","
","1321
","U
","2
","15410
","0160
"
"1512643
","025
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","1321
","U
","2
","15410
","0160
"
"1512643
","039
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","1321
","U
","2
","15410
","0160
"
"1512643
","068
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1321
","U
","2
","15410
","0160
"
"1512664
","005
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","2
","2
","03
","1
","
","
","1645
","U
","3
","15420
","0170
"
"1512664
","028
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","2
","1
","08
","1
","
","
","1645
","U
","3
","15420
","0170
"
"1512664
","050
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","2
","1
","05
","1
","
","
","1645
","U
","3
","15420
","0170
"
"1512664
","070
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","2
","1
","04
","1
","
","
","1645
","U
","3
","15420
","0170
"
"1512666
","102
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","01
","1
","
","
","1636
","U
","3
","15430
","0170
"
"1512666
","059
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","06
","1
","
","
","1636
","U
","3
","15430
","0170
"
"1512666
","081
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","06
","1
","
","
","1636
","U
","3
","15430
","0170
"
"1512666
","052
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","1636
","U
","3
","15430
","0170
"
"1512666
","011
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","05
","1
","
","
","1636
","U
","3
","15430
","0170
"
"1512727
","039
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","1458
","U
","2
","15440
","0160
"
"1512727
","073
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","1458
","U
","2
","15440
","0160
"
"1512727
","104
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","2
","03
","01
","1458
","U
","2
","15440
","0160
"
"1512727
","138
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","1458
","U
","2
","15440
","0160
"
"1512758
","048
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","02
","1
","
","
","1418
","U
","4
","15450
","0180
"
"1512758
","070
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","02
","1
","
","
","1418
","U
","4
","15450
","0180
"
"1512758
","093
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","04
","1
","
","
","1418
","U
","4
","15450
","0180
"
"1512758
","002
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","01
","1
","
","
","1418
","U
","4
","15450
","0180
"
"1512758
","025
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1418
","U
","4
","15450
","0180
"
"1512799
","052
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","1
","04
","1
","
","
","1725
","U
","3
","15460
","0170
"
"1512799
","069
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","1725
","U
","3
","15460
","0170
"
"1512799
","086
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","1
","03
","1
","
","
","1725
","U
","3
","15460
","0170
"
"1512799
","015
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","1
","04
","1
","
","
","1725
","U
","3
","15460
","0170
"
"1512801
","040
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","1
","02
","1
","
","
","1776
","U
","3
","15470
","0170
"
"1512801
","072
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","1776
","U
","3
","15470
","0170
"
"1512801
","103
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","1776
","U
","3
","15470
","0170
"
"1512801
","133
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1776
","U
","3
","15470
","0170
"
"1512831
","105
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","1465
","U
","2
","15480
","0160
"
"1512831
","143
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","07
","1
","
","
","1465
","U
","2
","15480
","0160
"
"1512831
","180
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","1465
","U
","2
","15480
","0160
"
"1512831
","033
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","1465
","U
","2
","15480
","0160
"
"1512831
","068
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","1465
","U
","2
","15480
","0160
"
"1512852
","031
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","1488
","U
","3
","15490
","0170
"
"1512852
","052
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","1488
","U
","3
","15490
","0170
"
"1512852
","024
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","1488
","U
","3
","15490
","0170
"
"1512872
","087
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","1
","03
","1
","
","
","1822
","U
","3
","15500
","0170
"
"1512872
","074
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","2
","1
","04
","1
","
","
","1822
","U
","3
","15500
","0170
"
"1512872
","057
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","2
","1
","04
","1
","
","
","1822
","U
","3
","15500
","0170
"
"1512872
","040
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","1
","1
","1
","02
","1
","
","
","1822
","U
","3
","15500
","0170
"
"1512886
","089
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","1768
","U
","3
","15510
","0170
"
"1512886
","063
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","01
","1
","
","
","1768
","U
","3
","15510
","0170
"
"1512886
","038
","04
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","04
","1
","
","
","1768
","U
","3
","15510
","0170
"
"1512886
","010
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","5
","1
","1
","02
","1
","
","
","1768
","U
","3
","15510
","0170
"
"1512891
","015
","01
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","1670
","U
","4
","15520
","0180
"
"1512891
","032
","02
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","02
","1
","
","
","1670
","U
","4
","15520
","0180
"
"1512891
","050
","03
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","01
","1
","
","
","1670
","U
","4
","15520
","0180
"
"1512891
","087
","05
","15
","058
","0001
","28
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","1670
","U
","4
","15520
","0180
"
"1512918
","027
","02
","15
","058
","0001
","28
","0316
