UPM,VIV_SEL,ENT,MUN,LOC,CD,PER,R_DEF,H_MUD,S_MUD,TIPO_CUEST,N_ENT,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,EST,UPM_DIS,EST_DIS
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","01
","1
","
","
",2112,"U
","2
","0010860
","023
"
"1102348
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","1
","02
","1
","
","
",2112,"U
","2
","0010860
","023
"
"1102348
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","1
","04
","1
","
","
",2112,"U
","2
","0010860
","023
"
"1102350
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1387,"U
","2
","0010870
","023
"
"1102350
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","06
","1
","
","
",1387,"U
","2
","0010870
","023
"
"1102350
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",1387,"U
","2
","0010870
","023
"
"1102350
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","02
","1
","
","
",1387,"U
","2
","0010870
","023
"
"1102350
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",1387,"U
","2
","0010870
","023
"
"1102649
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","08
","1
","
","
",1220,"U
","2
","0010880
","023
"
"1102649
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1220,"U
","2
","0010880
","023
"
"1102649
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1220,"U
","2
","0010880
","023
"
"1102649
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","01
","1
","
","
",1220,"U
","2
","0010880
","023
"
"1102649
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"2
","1
","02
","1
","
","
",1220,"U
","2
","0010880
","023
"
"1102651
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","05
","2
","02
","01
",1378,"U
","2
","0010890
","023
"
"1102651
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","13
","2
","02
","07
",1378,"U
","2
","0010890
","023
"
"1102651
","03
","11
","020
","0001
","20
","0216
","01
","0
",1,"-
",3,"1
","2
","05
","2
","02
","02
",1378,"U
","2
","0010890
","023
"
"1102651
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","05
","1
","
","
",1378,"U
","2
","0010890
","023
"
"1102651
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","11
","1
","
","
",1378,"U
","2
","0010890
","023
"
"1102666
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","05
","1
","
","
",1338,"U
","2
","0010900
","023
"
"1102666
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1338,"U
","2
","0010900
","023
"
"1102666
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"2
","1
","05
","1
","
","
",1338,"U
","2
","0010900
","023
"
"1102666
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"2
","1
","02
","1
","
","
",1338,"U
","2
","0010900
","023
"
"1102678
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1249,"U
","3
","0010910
","024
"
"1102678
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1249,"U
","3
","0010910
","024
"
"1102678
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1249,"U
","3
","0010910
","024
"
"1102678
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",1249,"U
","3
","0010910
","024
"
"1102684
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","06
","1
","
","
",1346,"U
","3
","0010920
","024
"
"1102684
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",1346,"U
","3
","0010920
","024
"
"1102684
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","02
","1
","
","
",1346,"U
","3
","0010920
","024
"
"1102684
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","1
","03
","1
","
","
",1346,"U
","3
","0010920
","024
"
"1102684
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1346,"U
","3
","0010920
","024
"
"1102686
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1378,"U
","2
","0010930
","023
"
"1102686
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",1378,"U
","2
","0010930
","023
"
"1102686
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1378,"U
","2
","0010930
","023
"
"1102686
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",1378,"U
","2
","0010930
","023
"
"1102686
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","08
","1
","
","
",1378,"U
","2
","0010930
","023
"
"1102741
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","08
","1
","
","
",1061,"U
","3
","0010940
","024
"
"1102741
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1061,"U
","3
","0010940
","024
"
"1102742
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","02
","1
","
","
",1211,"U
","2
","0010950
","023
"
"1102742
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1211,"U
","2
","0010950
","023
"
"1102742
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1211,"U
","2
","0010950
","023
"
"1102742
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1211,"U
","2
","0010950
","023
"
"1102748
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","1
","05
","1
","
","
",2008,"U
","4
","0010960
","025
"
"1102748
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","1
","04
","1
","
","
",2008,"U
","4
","0010960
","025
"
"1102748
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","1
","03
","1
","
","
",2008,"U
","4
","0010960
","025
"
"1102820
","01
","11
","020
","0001
","20
","0216
","01
","1
",1,"-
",3,"1
","2
","08
","1
","
","
",1313,"U
","3
","0010970
","024
"
"1102820
","02
","11
","020
","0001
","20
","0216
","01
","0
",1,"-
",3,"1
","2
","03
","1
","
","
",1313,"U
","3
","0010970
","024
"
"1102820
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1313,"U
","3
","0010970
","024
"
"1102820
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1313,"U
","3
","0010970
","024
"
"1102820
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","05
","1
","
","
",1313,"U
","3
","0010970
","024
"
"1103000
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",1205,"U
","3
","0010980
","024
"
"1103000
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1205,"U
","3
","0010980
","024
"
"1103000
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","11
","2
","02
","06
",1205,"U
","3
","0010980
","024
"
"1103000
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","12
","1
","
","
",1205,"U
","3
","0010980
","024
"
"1103141
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",1316,"U
","3
","0010990
","024
"
"1103141
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","1
","03
","1
","
","
",1316,"U
","3
","0010990
","024
"
"1103141
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","1
","03
","1
","
","
",1316,"U
","3
","0010990
","024
"
"1103141
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","1
","07
","1
","
","
",1316,"U
","3
","0010990
","024
"
"1103170
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1312,"U
","3
","0011000
","024
"
"1103170
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1312,"U
","3
","0011000
","024
"
"1103170
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1312,"U
","3
","0011000
","024
"
"1103170
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",1312,"U
","3
","0011000
","024
"
"1103208
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",1390,"U
","2
","0011010
","023
"
"1103208
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",1390,"U
","2
","0011010
","023
"
"1103208
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1390,"U
","2
","0011010
","023
"
"1103208
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1390,"U
","2
","0011010
","023
"
"1103208
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",1390,"U
","2
","0011010
","023
"
"1103225
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","06
","2
","02
","04
",1522,"U
","2
","0011020
","023
"
"1103225
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1522,"U
","2
","0011020
","023
"
"1103225
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",1522,"U
","2
","0011020
","023
"
"1103225
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1522,"U
","2
","0011020
","023
"
"1103225
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1522,"U
","2
","0011020
","023
"
"1103262
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1533,"U
","2
","0011030
","023
"
"1103262
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1533,"U
","2
","0011030
","023
"
"1103262
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","07
","1
","
","
",1533,"U
","2
","0011030
","023
"
"1103331
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",1501,"U
","2
","0011040
","023
"
"1103331
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",1501,"U
","2
","0011040
","023
"
"1103331
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1501,"U
","2
","0011040
","023
"
"1103331
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1501,"U
","2
","0011040
","023
"
"1103331
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1501,"U
","2
","0011040
","023
"
"1103483
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","05
","1
","
","
",1311,"U
","3
","0011050
","024
"
"1103483
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","04
","1
","
","
",1311,"U
","3
","0011050
","024
"
"1103483
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","04
","1
","
","
",1311,"U
","3
","0011050
","024
"
"1103483
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","03
","1
","
","
",1311,"U
","3
","0011050
","024
"
"1103483
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","05
","1
","
","
",1311,"U
","3
","0011050
","024
"
"1103674
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",2241,"U
","2
","0011060
","023
"
"1103674
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","04
","1
","
","
",2241,"U
","2
","0011060
","023
"
"1103674
","04
","11
","020
","0001
","20
","0216
","01
","0
",1,"-
",5,"1
","2
","07
","2
","02
","01
",2241,"U
","2
","0011060
","023
"
"1103674
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","13
","2
","03
","05
",2241,"U
","2
","0011060
","023
"
"1103732
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",1309,"U
","3
","0011070
","024
"
"1103732
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",1309,"U
","3
","0011070
","024
"
"1103732
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1309,"U
","3
","0011070
","024
"
"1103732
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1309,"U
","3
","0011070
","024
"
"1103732
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1309,"U
","3
","0011070
","024
"
"1103851
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1440,"U
","3
","0011080
","024
"
"1103851
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1440,"U
","3
","0011080
","024
"
"1103851
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1440,"U
","3
","0011080
","024
"
"1103851
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1440,"U
","3
","0011080
","024
"
"1103851
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1440,"U
","3
","0011080
","024
"
"1103852
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",1546,"U
","4
","0011090
","025
"
"1103852
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1546,"U
","4
","0011090
","025
"
"1103852
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",1546,"U
","4
","0011090
","025
"
"1103852
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1546,"U
","4
","0011090
","025
"
"1103852
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1546,"U
","4
","0011090
","025
"
"1103955
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1400,"U
","3
","0011100
","024
"
"1103955
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1400,"U
","3
","0011100
","024
"
"1103955
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",1400,"U
","3
","0011100
","024
"
"1103955
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1400,"U
","3
","0011100
","024
"
"1104000
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",1355,"U
","2
","0011110
","023
"
"1104000
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1355,"U
","2
","0011110
","023
"
"1104000
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1355,"U
","2
","0011110
","023
"
"1104000
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1355,"U
","2
","0011110
","023
"
"1104031
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","01
","1
","
","
",1270,"U
","3
","0011120
","024
"
"1104031
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",1270,"U
","3
","0011120
","024
"
"1104031
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",1270,"U
","3
","0011120
","024
"
"1104031
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",1270,"U
","3
","0011120
","024
"
"1104046
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",1577,"U
","1
","0011130
","023
"
"1104046
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1577,"U
","1
","0011130
","023
"
"1104046
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","06
","1
","
","
",1577,"U
","1
","0011130
","023
"
"1104046
","04
","11
","020
","0001
","20
","0216
","01
","0
",1,"-
",2,"1
","2
","04
","1
","
","
",1577,"U
","1
","0011130
","023
"
"1104046
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",1577,"U
","1
","0011130
","023
"
"1104056
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",1474,"U
","2
","0011140
","023
"
"1104056
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","12
","1
","
","
",1474,"U
","2
","0011140
","023
"
"1104056
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1474,"U
","2
","0011140
","023
"
"1104056
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",1474,"U
","2
","0011140
","023
"
"1104056
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",1474,"U
","2
","0011140
","023
"
"1104264
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","01
","1
","
","
",1522,"U
","4
","0011150
","025
"
"1104264
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","04
","1
","
","
",1522,"U
","4
","0011150
","025
"
"1104264
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","05
","1
","
","
",1522,"U
","4
","0011150
","025
"
"1104264
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","01
","1
","
","
",1522,"U
","4
","0011150
","025
"
"1104264
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","1
","04
","1
","
","
",1522,"U
","4
","0011150
","025
"
"1104272
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","1
","02
","1
","
","
",1515,"U
","4
","0011160
","025
"
"1104272
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","1
","02
","1
","
","
",1515,"U
","4
","0011160
","025
"
"1104272
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","1
","04
","1
","
","
",1515,"U
","4
","0011160
","025
"
"1104272
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","1
","02
","1
","
","
",1515,"U
","4
","0011160
","025
"
"1104272
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","1
","01
","1
","
","
",1515,"U
","4
","0011160
","025
"
"1104302
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",1440,"U
","3
","0011180
","024
"
"1104302
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",1440,"U
","3
","0011180
","024
"
"1104308
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","07
","1
","
","
",1248,"U
","3
","0011190
","024
"
"1104308
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",1248,"U
","3
","0011190
","024
"
"1104308
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1248,"U
","3
","0011190
","024
"
"1104308
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",1248,"U
","3
","0011190
","024
"
"1104308
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",1248,"U
","3
","0011190
","024
"
"1104312
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1379,"U
","3
","0011200
","024
"
"1104312
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1379,"U
","3
","0011200
","024
"
"1104312
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",1379,"U
","3
","0011200
","024
"
"1104312
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1379,"U
","3
","0011200
","024
"
"1104318
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1322,"U
","3
","0011210
","024
"
"1104318
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1322,"U
","3
","0011210
","024
"
"1104318
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",1322,"U
","3
","0011210
","024
"
"1104318
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",1322,"U
","3
","0011210
","024
"
"1104318
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",1322,"U
","3
","0011210
","024
"
"1104326
","01
","11
","020
","0001
","20
","0216
","01
","0
",1,"-
",2,"1
","1
","05
","1
","
","
",888,"U
","3
","0011220
","024
"
"1104326
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",888,"U
","3
","0011220
","024
"
"1104326
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","02
","1
","
","
",888,"U
","3
","0011220
","024
"
"1104326
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","02
","1
","
","
",888,"U
","3
","0011220
","024
"
"1104326
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",2,"1
","1
","05
","1
","
","
",888,"U
","3
","0011220
","024
"
"1104327
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","09
","1
","
","
",1315,"U
","3
","0011230
","024
"
"1104327
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1315,"U
","3
","0011230
","024
"
"1104327
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",1315,"U
","3
","0011230
","024
"
"1104327
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","1
","02
","1
","
","
",1315,"U
","3
","0011230
","024
"
"1104327
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",1315,"U
","3
","0011230
","024
"
"1104328
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1412,"U
","3
","0011240
","024
"
"1104328
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1412,"U
","3
","0011240
","024
"
"1104328
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1412,"U
","3
","0011240
","024
"
"1104328
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1412,"U
","3
","0011240
","024
"
"1104328
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1412,"U
","3
","0011240
","024
"
"1104462
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","1
","02
","1
","
","
",1607,"U
","4
","0011250
","025
"
"1104462
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","1
","02
","1
","
","
",1607,"U
","4
","0011250
","025
"
"1104462
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","1
","03
","1
","
","
",1607,"U
","4
","0011250
","025
"
"1104462
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1607,"U
","4
","0011250
","025
"
"1104583
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"2
","2
","03
","1
","
","
",2241,"U
","2
","0011260
","023
"
"1104583
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",2241,"U
","2
","0011260
","023
"
"1104583
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","02
","1
","
","
",2241,"U
","2
","0011260
","023
"
"1104621
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","08
","1
","
","
",1223,"U
","2
","0011270
","023
"
"1104621
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",1223,"U
","2
","0011270
","023
"
"1104621
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",1223,"U
","2
","0011270
","023
"
"1104621
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",1223,"U
","2
","0011270
","023
"
"1104621
","05
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",1223,"U
","2
","0011270
","023
"
"1104624
","01
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",1227,"U
","2
","0011280
","023
"
"1104624
","02
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",1227,"U
","2
","0011280
","023
"
"1104624
","03
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
",5,"1
","2
","07
","1
","
","
",1227,"U
","2
","0011280
","023
"
"1104624
","04
","11
","020
","0001
","20
","0216
","01
","0
",0,"-
