"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Cambiar sus hábitos respecto a llevar cosas de valor como joyas, dinero o tarjetas de crédito por temor a sufrir algún delito.","bp1_5_1","Numérico","1","3"
"Cambiar sus hábitos respecto a llevar cosas de valor como joyas, dinero o tarjetas de crédito por temor a sufrir algún delito.","bp1_5_1","Numérico","1","9"
"Cambiar sus hábitos respecto a caminar por los alrededores de su vivienda, pasadas las ocho de la noche por temor a sufrir algún delito.","bp1_5_2","Numérico","1","1"
"Cambiar sus hábitos respecto a caminar por los alrededores de su vivienda, pasadas las ocho de la noche por temor a sufrir algún delito.","bp1_5_2","Numérico","1","2"
"Cambiar sus hábitos respecto a caminar por los alrededores de su vivienda, pasadas las ocho de la noche por temor a sufrir algún delito.","bp1_5_2","Numérico","1","3"
"Cambiar sus hábitos respecto a caminar por los alrededores de su vivienda, pasadas las ocho de la noche por temor a sufrir algún delito.","bp1_5_2","Numérico","1","9"
"Cambiar sus hábitos respecto a visitar a parientes o amigos.","bp1_5_3","Numérico","1","1"
"Cambiar sus hábitos respecto a visitar a parientes o amigos.","bp1_5_3","Numérico","1","2"
"Cambiar sus hábitos respecto a visitar a parientes o amigos.","bp1_5_3","Numérico","1","3"
"Cambiar sus hábitos respecto a visitar a parientes o amigos.","bp1_5_3","Numérico","1","9"
"Cambiar sus hábitos respecto a permitir que salgan de su vivienda sus hijos menores por temor a sufrir algún delito.","bp1_5_4","Numérico","1","1"
"Cambiar sus hábitos respecto a permitir que salgan de su vivienda sus hijos menores por temor a sufrir algún delito.","bp1_5_4","Numérico","1","2"
"Cambiar sus hábitos respecto a permitir que salgan de su vivienda sus hijos menores por temor a sufrir algún delito.","bp1_5_4","Numérico","1","3"
"Cambiar sus hábitos respecto a permitir que salgan de su vivienda sus hijos menores por temor a sufrir algún delito.","bp1_5_4","Numérico","1","9"
"Cambiar sus hábitos respecto a otro por temor a sufrir algún delito.","bp1_5_5","Numérico","1","1"
"Cambiar sus hábitos respecto a otro por temor a sufrir algún delito.","bp1_5_5","Numérico","1","2"
"Cambiar sus hábitos respecto a otro por temor a sufrir algún delito.","bp1_5_5","Numérico","1","3"
"Cambiar sus hábitos respecto a otro por temor a sufrir algún delito.","bp1_5_5","Numérico","1","9"
"Cambiar sus hábitos respecto a otro por temor a sufrir algún delito. Especifique","bp1_5_5e","Alfanumérico","250","Texto descriptivo"
"Cambiar sus hábitos respecto a otro por temor a sufrir algún delito. Especifique","bp1_5_5e","Alfanumérico","250","b"
"Identificación de la Policía Preventiva Municipal","bp1_6_1","Numérico","1","1"
"Identificación de la Policía Preventiva Municipal","bp1_6_1","Numérico","1","2"
"Identificación de la Policía Preventiva Municipal","bp1_6_1","Numérico","1","3"
"Identificación de la Policía Preventiva Municipal","bp1_6_1","Numérico","1","9"
"Identificación de la Policía Estatal","bp1_6_2","Numérico","1","1"
"Identificación de la Policía Estatal","bp1_6_2","Numérico","1","2"
"Identificación de la Policía Estatal","bp1_6_2","Numérico","1","9"
"Identificación de la Policía Federal","bp1_6_3","Numérico","1","1"
"Identificación de la Policía Federal","bp1_6_3","Numérico","1","2"
"Identificación de la Policía Federal","bp1_6_3","Numérico","1","9"
"Identificación de Gendarmería Nacional","bp1_6_4","Numérico","1","1"
"Identificación de Gendarmería Nacional","bp1_6_4","Numérico","1","2"
"Identificación de Gendarmería Nacional","bp1_6_4","Numérico","1","9"
"Percepción de la efectividad del desempeño de la Policía Preventiva Municipal","bp1_7_1","Numérico","1","1"
"Percepción de la efectividad del desempeño de la Policía Preventiva Municipal","bp1_7_1","Numérico","1","2"
"Percepción de la efectividad del desempeño de la Policía Preventiva Municipal","bp1_7_1","Numérico","1","3"
"Percepción de la efectividad del desempeño de la Policía Preventiva Municipal","bp1_7_1","Numérico","1","4"
"Percepción de la efectividad del desempeño de la Policía Preventiva Municipal","bp1_7_1","Numérico","1","9"
"Percepción de la efectividad del desempeño de la Policía Preventiva Municipal","bp1_7_1","Numérico","1","b"
"Percepción de la efectividad del desempeño de la Policía Estatal","bp1_7_2","Numérico","1","1"
"Percepción de la efectividad del desempeño de la Policía Estatal","bp1_7_2","Numérico","1","2"
"Percepción de la efectividad del desempeño de la Policía Estatal","bp1_7_2","Numérico","1","3"
"Percepción de la efectividad del desempeño de la Policía Estatal","bp1_7_2","Numérico","1","4"
"Percepción de la efectividad del desempeño de la Policía Estatal","bp1_7_2","Numérico","1","9"
"Percepción de la efectividad del desempeño de la Policía Estatal","bp1_7_2","Numérico","1","b"
"Percepción de la efectividad del desempeño de la Policía Federal","bp1_7_3","Numérico","1","1"
"Percepción de la efectividad del desempeño de la Policía Federal","bp1_7_3","Numérico","1","2"
"Percepción de la efectividad del desempeño de la Policía Federal","bp1_7_3","Numérico","1","3"
"Percepción de la efectividad del desempeño de la Policía Federal","bp1_7_3","Numérico","1","4"
"Percepción de la efectividad del desempeño de la Policía Federal","bp1_7_3","Numérico","1","9"
"Percepción de la efectividad del desempeño de la Policía Federal","bp1_7_3","Numérico","1","b"
"Problemas que enfrenta la ciudad: Deficiencias en la red pública de drenaje","bp3_1_02","Numérico","1","0"
"Problemas que enfrenta la ciudad: Deficiencias en la red pública de drenaje","bp3_1_02","Numérico","1","1"
"Problemas que enfrenta la ciudad: Coladeras tapadas por acumulación de desechos","bp3_1_03","Numérico","1","0"
"Problemas que enfrenta la ciudad: Coladeras tapadas por acumulación de desechos","bp3_1_03","Numérico","1","1"
"Problemas que enfrenta la ciudad: Falta de tratamiento de aguas residuales","bp3_1_04","Numérico","1","0"
"Problemas que enfrenta la ciudad: Falta de tratamiento de aguas residuales","bp3_1_04","Numérico","1","1"
"Problemas que enfrenta la ciudad: Alumbrado público insuficiente","bp3_1_05","Numérico","1","0"
"Problemas que enfrenta la ciudad: Alumbrado público insuficiente","bp3_1_05","Numérico","1","1"
"Problemas que enfrenta la ciudad: Ineficiencia en el servicio de limpia y recolección de basura","bp3_1_06","Numérico","1","0"
"Problemas que enfrenta la ciudad: Ineficiencia en el servicio de limpia y recolección de basura","bp3_1_06","Numérico","1","1"
"Problemas que enfrenta la ciudad: Mercados y centrales de abasto en mal estado","bp3_1_07","Numérico","1","0"
"Problemas que enfrenta la ciudad: Mercados y centrales de abasto en mal estado","bp3_1_07","Numérico","1","1"
"Problemas que enfrenta la ciudad: Calles y avenidas con embotellamientos frecuentes","bp3_1_08","Numérico","1","0"
"Problemas que enfrenta la ciudad: Calles y avenidas con embotellamientos frecuentes","bp3_1_08","Numérico","1","1"
"Problemas que enfrenta la ciudad: Problemas de salud derivados del manejo inadecuado de los rastros","bp3_1_09","Numérico","1","0"
"Problemas que enfrenta la ciudad: Problemas de salud derivados del manejo inadecuado de los rastros","bp3_1_09","Numérico","1","1"
"Problemas que enfrenta la ciudad: Baches en calles y avenidas","bp3_1_10","Numérico","1","0"
"Problemas que enfrenta la ciudad: Baches en calles y avenidas","bp3_1_10","Numérico","1","1"
"Problemas que enfrenta la ciudad: Parques y jardines descuidados","bp3_1_11","Numérico","1","0"
"Problemas que enfrenta la ciudad: Parques y jardines descuidados","bp3_1_11","Numérico","1","1"
"Problemas que enfrenta la ciudad: Delincuencia (robos, extorsiones, secuestros, fraudes, etc.)","bp3_1_12","Numérico","1","0"
"Problemas que enfrenta la ciudad: Delincuencia (robos, extorsiones, secuestros, fraudes, etc.)","bp3_1_12","Numérico","1","1"
"Problemas que enfrenta la ciudad: Servicio de transporte público deficiente","bp3_1_13","Numérico","1","0"
"Problemas que enfrenta la ciudad: Servicio de transporte público deficiente","bp3_1_13","Numérico","1","1"
"Problemas que enfrenta la ciudad: Otro","bp3_1_14","Numérico","1","0"
"Problemas que enfrenta la ciudad: Otro","bp3_1_14","Numérico","1","1"
"Problemas que enfrenta la ciudad: Especifique","bp3_1_14e","Alfanumérico","250","Texto descriptivo"
"Problemas que enfrenta la ciudad: Especifique","bp3_1_14e","Alfanumérico","250","b"
"Problemas que enfrenta la ciudad: Ninguno","bp3_1_15","Numérico","1","0"
"Problemas que enfrenta la ciudad: Ninguno","bp3_1_15","Numérico","1","1"
"Problemas que enfrenta la ciudad: No sabe/ no responde","bp3_1_99","Numérico","1","0"
"Problemas que enfrenta la ciudad: No sabe/ no responde","bp3_1_99","Numérico","1","1"
"Efectividad del gobierno de su ciudad para resolver problemas","bp3_2","Numérico","1","1"
"Efectividad del gobierno de su ciudad para resolver problemas","bp3_2","Numérico","1","2"
"Efectividad del gobierno de su ciudad para resolver problemas","bp3_2","Numérico","1","3"
"Efectividad del gobierno de su ciudad para resolver problemas","bp3_2","Numérico","1","4"
"Efectividad del gobierno de su ciudad para resolver problemas","bp3_2","Numérico","1","9"
"Factor de expansión del seleccionado","fac_sel","Numérico","6","""000001 … 999999"""
"Dominio","dominio","Alfanumérico","1","U"
"Estrato sociodemográfico","est","Numérico","1","1,2,3,4"
"Unidad Primaria de Muestreo","upm_dis","Numérico","7","0100001…3299999"
"Estrato de diseño","est_dis","Numérico","4","""001 … 500"""
